98631,98631,98631,98631,98631,98631,98631,98631,98631,99630,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100129,98631,98631,98631,98631,98631,98631,98631,98631,98631,98631,98631,98631
99175,99196,94708,88717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,87717,88717,94708,99196,99175,98654,96157,96157,96157,96157
95662,95662,95662,95662,95662,95662,94658,92173,94688,93203,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,94196,93178,94160,95662,95662
94146,94146,94146,94146,94146,94146,94146,93178,96204,98225,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232,96232
111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110107,110608,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,96173,94672,93167,93167,93167,93167,93167,93167,93167,93167,93167,94671,95669,95669,95669,97174,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675
99198,97208,98218,96224,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223,96223
101640,101640,101640,98631,97120,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97125,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,100131,101632,101636,101640,101640,101640,101640,101640,101640,101640,101640,101640
102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,100637,99139,99139,99139,99638,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134
100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,103144,104145,104145,104145,104145,104145,104145,104145,104145,104145,102644,100644,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,99645,98139,97638,97638,99140,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141
97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97141,96142,96142,96142,96142,96142,96142,96142,96642,98145,98145,98145,98145,97641,97638,97638,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,97141,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638
100136,100650,100166,99181,98197,97213,94727,91739,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754,89754
98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,98134,97635,97638,97638,97638,97638,97638,97638,97638,97638,97638
84153,84153,84153,83155,87166,90181,92697,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,93200,92194,88677,85660,83654
78153,78153,78153,76657,79671,84184,89696,94708,102710,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723,103723
93167,93167,93167,93167,93167,93167,93167,93160,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93154,93160,93167,93167,93167,93167,93167,93167
94672,94672,94672,94672,94672,94672,94672,94672,94672,93681,94195,93207,93207,93207,93207,93207,93207,93207,93207,93207,93207,93207,93207,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93710,94212,94212,94212,94212,94212,94212,94212,94212,94212,94212,96706,94193,93680,94672,94672,94672,94672,94672,94672,94672,94672
93167,93167,93167,93167,93167,93167,93167,93167,93167,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92668,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167
92170,92170,92170,92170,92170,92170,92170,92174,94684,94195,93205,92710,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,93209,93209,93209,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211,92211
91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,92172,92174,96707,97709,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97710,97708,97706,97706,97706,95199,92170,91673,91673,91673,91673,91673,91673,91673,91673,91673
93176,93176,93176,94690,93208,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93209,93208,94690,93176,93176,93176,93176,93176,93176,93176,93176,93176,93176,93176,93176
94672,94672,94672,97174,99176,99176,99176,99176,99176,99176,99176,99176,99176,99176,98675,97174,95172,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672,94672
100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,99130,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,98632,97638,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627
89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,90116,92115,93615,93615,93615,93615,93615,93615,93615,90615,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117
92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,96112,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97092,97092,97092,97092,97092,97092,97092,97092,97110,97110,97110,97110,97110,97110,97110,97110,97110
87631,87631,87631,87631,88639,89658,92675,94696,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197,97197
94123,94123,94123,94123,94123,94123,94123,94123,93127,93634,93141,91647,89651,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89156,89654,92146,93635,93126,94123,94123,94123,94123
89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,0,89637,89637,89637,89637,88140,88140,88140,88140,88140,88140,88140,88140,88140,88140,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637
97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,96110,92612,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111
90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,92123,94123,94123,94123,93630,93630,93630,93630,93630,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124
90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90113,86621,85627,85627,85627,85627,85627,85627,85627,85627,89614,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111
91109,91109,91109,91109,91109,91109,91109,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,93115,93615,93615,93615,93115,92615,92615,92615,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109
93604,91106,91127,92146,93664,94684,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,94183,94161,93142,91621,92105,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104
94104,94104,94104,93613,93623,94634,95645,97154,97664,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97675,97672,97662,97153,95644,94635,93625,93615,93606,94104
89117,89117,89117,89117,89117,89117,89117,89117,89117,84621,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626,79626
91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,92614,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109,91109
100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,100141,98638,92629,93114,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615,92615
92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,93119,93119,93119,93119,93119,93119,93119,92619,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119
90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90612,91621,92146,92170,94696,96202,96202,96202,96202,96202,96202,96202,96202,96202,96202,96202,96202,96202,94182,94651,91125,90612,90111,90111,90111,90111,90111,90111,90111,90111,90111
90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,90124,89617,90111,90111,90111,90111,90111,89614,89617,89621,90124,90124,90124,90124,90124,90124,90124,90124
93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93616,93119,92628,98645,98670,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,99169,98652,93631,93118,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615
87631,87631,87631,87631,87631,87631,87631,87631,88151,91168,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167
87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87128,85627,85627,85627,85627,85627,85627,85627,85627,85627,85627,85627,86127,87129,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631,87631
96625,94122,92628,98139,94153,90167,86183,89694,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89695,89193,83178,78163,78144,83626,90620,94123,96625,96625,96625,96625,96625,96625
97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,94117,92126,96634,96643,94154,91163,88175,87670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,86670,87670,87152,86628,91622,93119,93119,94615,97110,97110,97110,97110
93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93120,92122,85618,81632,77645,70148,63150,55652,50660,50171,48171,48170,48170,48170,48672,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,49172,54666,65182,73185,76653,83624,93119,93119
87631,87631,87631,87631,87630,88635,88152,90167,94182,94193,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,93692,94194,92676,89662,89147,87130,87631,87631,87631,87631,87631
94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,92606,92106,92106,92106,92106,92106,92106,92106,92106,93605,94104,94104,94104,94104,94104,94104,94104,94104,94104
97110,97110,97110,97110,97110,97110,97110,97110,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,94116,95117,95117,95117,95117,95117,95117
87631,87631,87631,87631,87631,87631,87632,86628,82627,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82127,82627,85627,87633
97110,97110,97110,97110,97110,97110,97110,97110,97110,97110,96124,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625
96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,96142,95647,92643,91129,90124,90124,90124,90124
94104,94104,94104,94104,94104,94104,94104,94104,94104,93605,92105,92612,93119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,92119,93119,92613,91605,93104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104,94104
101640,101640,101640,101640,101640,101640,101640,101640,101640,98638,98658,98665,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98667,98649,99638,101640,101640,101640,101640
102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,101129,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,100627,101129,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134,102134
97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,98139,97638,97638,97638,97638,97638,97638,97638,97638,97638,97638
95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,95117,93621,92137,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,89637,93121,94618,95117,95117,95117,95117,95117,95117,95117,95117,95117
97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,97117,95118,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,95118,97117,97117,97117,97117,97117,97117
89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89118,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,93119,89618,88617,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117,89117
93615,93615,93615,93615,93615,93615,93615,93116,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93117,93116,93615,93615,93615
96625,96625,96625,96625,96625,100130,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,104135,100130
89117,89117,89117,89117,89117,86621,82622,79125,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129,76129
90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,91613,93615,93615,93615,93615,93615,93615,93615,93615,93615,92613,93119,93119,93119,93119,93119,98138,99175,97208,94724,94724,94724,95725,98221,98221,98221,98221,98221,95703,94182,93663,92145,91127,91106,90608,90111,90111,90111,90111
89637,89637,89637,89637,89637,89637,89637,89628,91120,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,91121
92119,92119,92119,92119,92119,92119,92119,92118,92616,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93615,93115,92618,92119,92119,92119,92119,92119,92119
96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96625,96127,97635,98660,99163,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662,98662
94104,94104,94104,94104,94105,92607,91110,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90111,90612,92120,94627,96135,99138,99138,99138,99138,99138,99138
92106,92106,92106,92106,92106,92106,92106,92106,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,94607,92607,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106,92106
92170,92170,92170,92170,92170,92170,92170,92170,92170,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,92172,92170,92170,92170,92170,92170,92170,92170,91673,91673,91673,91673,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170
93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93168,92669,92670,92671,92672,92172,92173,92174,92174,92174,92174,92174,92174,92174,92174,92174,92172,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92668,93167,93167
91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,91673,93662,94651,97141,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139,99139
92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92170,92676,94194,92706,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,91701,93194,94182,92170,92170,92170,92170,92170
93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167,92172,90677,90677,90677,90677,90677,90677,90677,90677,90677,91673,91673,91673,91673,91673,91673,92170,93167,93167,93167,93167,93167,93167,93167,93167,93167,93167
